teff,logg,mh,alpha,vmic,vsini,Li,C,N,O,Na,Al,Mg,Si,Ti,K,Ca,Mn,Cr,Ni,S,V,Sc,Ba,La,Eu,Y,Zn,Zr,Cu
6220,4.15,-2.42,0.39,1.22,8,-13.776,-6.346,-6.966,-5.426,-7.816,-7.996,-6.476,-7.376,-9.626,-9.506,-7.766,-8.906,-8.316,-8.396,-7.476,-10.076,-10.926,-11.816,-13.166,-13.446,-12.286,-10.136,-11.456,-9.836
5260,2.06,-2.49,0.23,1.36,8,-13.776,-6.516,-6.546,-5.926,-8.026,-7.686,-6.906,-6.736,-10.096,-9.676,-7.796,-9.076,-8.926,-8.656,-7.376,-10.326,-11.816,-12.556,-13.196,-13.956,-11.956,-10.046,-11.756,-10.576
6960,2.05,-2.49,-0.15,2.69,8,-13.776,-6.036,-7.166,-5.786,-7.936,-8.006,-6.806,-6.566,-9.476,-9.316,-8.656,-9.096,-8.796,-8.716,-7.766,-10.266,-11.036,-11.886,-13.696,-13.916,-11.846,-10.236,-12.396,-10.096
4790,0.99,-2.4,-0.02,1.44,8,-13.776,-5.916,-6.476,-5.456,-8.406,-7.726,-6.456,-6.576,-9.836,-8.876,-8.576,-9.186,-8.836,-8.076,-6.836,-10.206,-11.236,-12.116,-12.866,-13.816,-12.476,-9.336,-11.696,-10.236
4420,4.89,-2.41,0.14,0.77,9,-13.776,-5.756,-6.976,-6.196,-8.536,-7.616,-7.036,-6.766,-9.946,-8.926,-7.676,-8.596,-8.356,-8.476,-7.506,-10.466,-11.366,-12.296,-12.916,-13.986,-12.586,-9.566,-11.636,-10.026
4430,1.12,-2.48,0.03,1.48,9,-13.776,-6.426,-6.286,-5.746,-8.436,-8.026,-6.686,-6.776,-9.586,-9.326,-8.406,-9.126,-8.416,-7.856,-7.756,-10.496,-10.976,-12.636,-12.966,-14.086,-12.606,-9.426,-11.486,-10.476
6910,3.7,-2.37,-0.24,1.68,9,-13.776,-5.606,-6.646,-5.446,-7.926,-7.466,-7.196,-6.386,-9.356,-8.866,-8.206,-8.756,-8.576,-8.146,-7.356,-10.746,-11.266,-12.656,-13.456,-14.166,-11.976,-10.046,-11.926,-9.736
4370,0.86,-2.49,-0.38,1.52,9,-13.776,-6.086,-6.206,-5.526,-8.226,-7.756,-7.276,-6.736,-9.896,-9.556,-8.656,-9.236,-9.336,-8.496,-7.426,-10.826,-11.676,-11.866,-13.676,-13.556,-12.426,-9.996,-11.946,-10.456
4750,1.2,-2.34,-0.02,1.41,9,-13.776,-5.916,-6.276,-6.146,-7.626,-7.646,-7.166,-6.666,-9.756,-8.876,-7.726,-9.266,-8.886,-8.576,-6.916,-10.506,-11.616,-11.726,-13.606,-13.616,-12.206,-10.136,-11.556,-10.156
4490,2.43,-2.37,0.26,1.31,9,-13.776,-5.876,-6.326,-5.456,-8.156,-8.286,-6.556,-7.276,-9.826,-9.576,-7.846,-8.806,-8.926,-8.236,-6.876,-10.446,-11.766,-11.906,-13.716,-14.016,-12.116,-9.966,-11.566,-10.636
4910,2.43,-2.38,-0.02,1.27,9,-13.776,-5.786,-6.506,-6.066,-8.076,-8.076,-6.476,-6.996,-9.636,-8.916,-8.506,-9.366,-9.256,-7.726,-7.526,-10.286,-11.496,-11.866,-13.596,-13.516,-12.066,-9.526,-11.356,-10.066
4450,1.25,-2.42,-0.24,1.46,9,-13.776,-5.726,-6.656,-5.976,-8.216,-8.186,-7.106,-6.426,-9.186,-8.946,-8.396,-8.616,-8.846,-8.596,-7.646,-10.266,-11.606,-12.466,-13.506,-13.616,-12.716,-10.276,-12.346,-9.786
4500,0.6,-2.38,0.24,1.51,10,-13.776,-5.796,-6.146,-6.156,-8.136,-8.386,-6.386,-6.546,-9.846,-9.546,-8.066,-8.446,-8.346,-7.706,-7.716,-9.966,-11.826,-11.866,-12.786,-14.186,-12.066,-9.366,-12.216,-10.106
4450,0.85,-2.47,-0.15,1.5,10,-13.776,-5.976,-6.336,-6.096,-8.466,-7.946,-7.176,-6.716,-10.056,-9.816,-8.236,-8.686,-8.736,-7.956,-7.776,-10.486,-11.796,-12.736,-13.596,-13.546,-12.576,-9.816,-11.586,-10.356
4590,1.39,-2.48,0.16,1.41,2,-13.766,-6.256,-6.976,-6.106,-7.846,-7.836,-7.096,-6.856,-9.456,-8.976,-7.726,-8.896,-8.646,-8.506,-7.586,-10.346,-11.846,-12.236,-13.066,-13.656,-12.216,-10.126,-11.906,-10.606
7940,2.52,-2.42,-0.08,4.21,3,-13.766,-6.416,-6.466,-5.556,-8.126,-8.246,-6.686,-7.156,-9.966,-8.956,-8.496,-8.836,-8.326,-8.636,-7.486,-10.516,-10.946,-11.866,-13.676,-13.736,-12.596,-9.526,-11.406,-10.656
6600,2.08,-2.47,-0.06,2.25,3,-13.766,-6.466,-6.346,-5.566,-8.166,-8.256,-6.766,-7.206,-9.346,-9.596,-8.486,-8.876,-8.846,-8.726,-7.136,-10.776,-11.206,-12.406,-13.446,-14.056,-12.086,-9.516,-11.946,-10.386
4440,2.85,-2.4,0.28,1.27,3,-13.766,-5.826,-6.546,-5.676,-8.346,-7.666,-6.726,-6.676,-9.616,-8.946,-7.706,-9.206,-9.006,-7.766,-6.886,-10.896,-11.756,-12.196,-13.626,-13.476,-12.666,-9.716,-11.446,-10.516
7000,2.56,-2.37,-0.11,2.68,3,-13.766,-6.026,-6.256,-5.466,-8.106,-7.626,-6.786,-7.286,-9.676,-8.866,-8.346,-9.306,-8.336,-8.236,-7.516,-10.806,-11.276,-12.486,-12.866,-13.616,-12.586,-10.176,-12.006,-9.926
4120,3.83,-2.47,-0.05,0.92,4,-13.766,-6.446,-6.486,-5.926,-8.686,-8.366,-6.876,-6.776,-9.756,-9.236,-8.346,-9.366,-9.156,-7.866,-7.266,-10.796,-11.446,-11.936,-12.826,-13.646,-11.866,-9.546,-11.956,-9.826
5400,0.4,-2.37,0.0,1.59,4,-13.766,-5.806,-6.236,-5.526,-8.496,-7.456,-6.996,-6.606,-9.366,-8.946,-7.926,-8.526,-9.246,-7.986,-7.066,-10.626,-11.086,-11.776,-13.706,-14.056,-12.576,-10.016,-11.506,-9.706
6330,4.16,-2.37,0.09,1.28,4,-13.766,-5.786,-6.826,-5.336,-8.076,-7.766,-6.766,-6.696,-9.436,-9.566,-7.976,-8.746,-8.736,-7.906,-7.656,-10.206,-11.306,-11.896,-12.896,-13.516,-11.856,-10.276,-11.766,-10.476
4500,1.18,-2.5,0.22,1.45,4,-13.766,-6.256,-6.416,-6.016,-7.966,-8.486,-6.526,-7.386,-10.036,-9.766,-8.216,-8.746,-9.186,-8.146,-7.176,-10.166,-11.126,-12.396,-13.036,-13.936,-11.866,-9.996,-12.036,-10.356
7820,2.72,-2.49,0.37,3.96,6,-13.766,-5.796,-6.226,-5.396,-7.786,-7.716,-6.576,-6.936,-9.376,-9.656,-7.846,-8.776,-8.826,-8.706,-7.676,-10.786,-11.896,-11.866,-13.536,-14.376,-12.516,-9.526,-11.736,-10.596
6420,3.53,-2.42,-0.22,1.41,6,-13.766,-5.766,-7.096,-5.986,-8.006,-8.406,-7.236,-6.746,-9.126,-9.816,-8.226,-9.436,-8.916,-8.626,-6.926,-10.646,-11.836,-11.786,-13.246,-13.986,-12.696,-9.766,-12.076,-9.796
4040,2.37,-2.37,0.1,1.48,6,-13.766,-5.846,-6.346,-5.886,-7.736,-8.036,-6.946,-7.056,-9.546,-9.666,-7.786,-8.726,-8.806,-8.486,-6.746,-10.646,-11.756,-11.806,-13.546,-13.786,-12.006,-9.526,-12.096,-9.676
6690,3.23,-2.4,-0.33,2.21,6,-13.766,-6.536,-6.866,-5.876,-8.416,-7.656,-7.366,-6.936,-9.396,-9.146,-8.276,-9.316,-8.416,-8.106,-7.656,-9.996,-11.356,-11.936,-12.776,-13.566,-12.196,-9.346,-11.426,-10.636
4340,2.57,-2.35,0.02,1.33,6,-13.766,-6.426,-6.956,-5.646,-8.466,-7.496,-7.096,-7.136,-9.956,-9.106,-7.736,-8.416,-8.826,-8.086,-6.956,-10.286,-11.016,-11.806,-13.616,-13.446,-11.946,-10.036,-12.196,-10.306
4420,0.82,-2.45,0.34,1.51,6,-13.766,-6.106,-6.286,-5.786,-8.416,-8.416,-6.656,-6.636,-9.826,-9.366,-7.756,-8.906,-8.366,-8.166,-7.006,-10.926,-11.366,-12.416,-13.236,-13.936,-12.516,-10.116,-11.766,-10.456
7760,3.7,-2.39,0.34,2.36,7,-13.766,-5.996,-7.036,-6.006,-8.546,-7.746,-6.486,-6.666,-9.796,-9.286,-7.796,-8.866,-8.686,-8.136,-7.176,-10.606,-11.686,-12.276,-13.656,-14.036,-12.696,-9.826,-12.256,-10.376
4890,4.15,-2.45,-0.26,0.88,7,-13.766,-5.846,-6.446,-5.366,-8.586,-8.446,-7.236,-6.596,-9.106,-9.506,-8.366,-9.276,-9.066,-8.406,-6.946,-10.676,-11.596,-12.066,-13.686,-13.676,-11.936,-10.296,-11.526,-9.756
4870,1.93,-2.49,-0.08,1.33,7,-13.766,-6.596,-6.196,-6.316,-8.536,-8.236,-7.456,-7.206,-9.806,-8.946,-7.876,-8.626,-9.176,-8.726,-7.666,-10.686,-11.076,-12.666,-13.736,-13.726,-12.256,-9.476,-12.066,-10.106
5300,2.22,-2.41,0.26,1.35,8,-13.766,-5.756,-6.776,-5.426,-8.196,-7.746,-6.446,-6.676,-9.586,-9.766,-8.036,-9.016,-8.436,-7.736,-7.646,-10.926,-11.316,-12.606,-13.506,-13.746,-12.376,-9.666,-12.046,-10.336
5610,2.8,-2.39,-0.01,1.4,8,-13.766,-6.256,-6.776,-5.386,-7.976,-8.226,-6.676,-7.296,-9.546,-9.126,-8.306,-9.346,-8.616,-8.406,-7.566,-10.736,-11.256,-11.946,-12.836,-14.316,-12.526,-10.146,-11.776,-10.196
5220,2.41,-2.34,-0.12,1.31,8,-13.766,-5.526,-6.726,-5.416,-8.156,-7.696,-7.086,-7.306,-9.866,-9.126,-8.026,-8.736,-8.666,-7.876,-6.786,-10.306,-11.096,-12.056,-13.006,-13.396,-12.416,-9.296,-11.326,-10.016
4920,0.47,-2.36,0.04,1.49,8,-13.766,-6.046,-6.626,-5.626,-8.536,-8.126,-6.676,-6.656,-9.866,-9.236,-8.156,-9.096,-9.136,-8.226,-7.656,-9.956,-11.686,-11.816,-13.646,-13.826,-12.216,-9.606,-11.376,-10.056
5070,3.58,-2.41,0.05,0.97,8,-13.766,-5.906,-7.086,-5.916,-8.376,-8.146,-6.946,-7.366,-9.336,-9.156,-7.956,-8.986,-9.176,-8.636,-7.306,-10.126,-11.306,-12.286,-13.116,-14.316,-11.816,-9.836,-11.496,-10.586
4770,1.48,-2.46,-0.21,1.38,9,-13.766,-5.936,-6.816,-5.476,-8.226,-7.826,-7.026,-7.126,-9.186,-9.306,-8.496,-8.996,-8.896,-8.646,-7.426,-10.726,-11.046,-12.416,-13.756,-13.796,-12.426,-10.086,-12.346,-10.116
4310,4.79,-2.4,-0.11,0.79,9,-13.766,-6.256,-6.296,-6.026,-8.186,-7.696,-6.766,-7.316,-10.006,-9.716,-8.436,-8.806,-8.876,-8.676,-7.566,-10.736,-10.966,-12.126,-12.986,-14.156,-12.216,-9.886,-11.706,-10.516
4230,0.96,-2.4,-0.32,1.56,9,-13.766,-5.576,-6.546,-5.396,-8.456,-8.426,-7.326,-7.046,-9.766,-9.236,-8.296,-9.216,-8.356,-7.936,-7.426,-10.396,-10.986,-12.546,-13.106,-13.626,-11.976,-9.896,-11.366,-9.906
4640,1.93,-2.39,0.03,1.34,9,-13.766,-6.226,-6.806,-5.616,-8.386,-8.086,-6.606,-6.956,-9.746,-9.036,-8.296,-8.886,-8.686,-8.226,-7.536,-10.426,-11.496,-12.616,-12.836,-13.996,-11.916,-10.056,-12.136,-9.936
5180,0.96,-2.33,0.08,1.47,9,-13.766,-6.426,-6.976,-5.656,-8.376,-7.786,-6.436,-6.896,-9.206,-9.366,-8.256,-8.776,-8.376,-7.956,-7.056,-9.996,-11.636,-11.916,-13.076,-14.216,-11.676,-9.246,-12.116,-9.736
4540,1.69,-2.34,-0.01,1.39,9,-13.766,-5.856,-6.266,-5.356,-7.766,-7.876,-6.606,-7.096,-8.976,-9.156,-8.266,-8.716,-8.546,-8.626,-7.156,-10.156,-11.056,-11.736,-13.476,-14.056,-12.256,-10.156,-11.416,-9.846
4720,0.68,-2.43,0.04,1.47,10,-13.766,-6.406,-6.706,-5.966,-8.576,-7.616,-6.546,-6.586,-9.596,-9.006,-8.416,-8.766,-8.746,-8.046,-7.756,-10.076,-11.616,-12.226,-13.206,-13.606,-11.796,-9.826,-11.856,-9.726
4390,4.22,-2.41,-0.22,0.87,10,-13.766,-5.986,-6.196,-5.736,-8.396,-8.426,-6.936,-6.916,-9.796,-9.036,-8.516,-9.266,-8.536,-8.136,-7.036,-10.006,-11.546,-12.646,-13.486,-14.166,-12.186,-9.636,-11.366,-10.476
4870,1.98,-2.41,-0.08,1.32,10,-13.766,-5.836,-6.706,-5.786,-7.956,-8.066,-7.026,-6.746,-9.166,-8.956,-8.126,-8.826,-9.236,-7.986,-7.326,-10.606,-11.236,-12.366,-12.936,-13.986,-11.856,-10.146,-12.006,-9.806
5300,0.62,-2.36,0.01,1.54,2,-13.756,-6.316,-7.016,-5.846,-8.336,-7.976,-7.106,-7.106,-9.086,-8.896,-7.776,-9.236,-9.016,-8.246,-7.686,-10.486,-10.916,-11.936,-13.216,-13.926,-12.636,-10.246,-11.846,-10.496
5700,1.55,-2.35,-0.18,1.59,2,-13.756,-6.036,-6.496,-5.736,-8.066,-8.156,-6.806,-6.686,-9.006,-9.436,-8.446,-9.366,-8.256,-8.666,-7.616,-10.696,-10.856,-11.876,-13.656,-14.246,-12.526,-10.116,-11.896,-9.686
4370,1.59,-2.49,-0.2,1.44,2,-13.756,-6.156,-6.636,-5.446,-8.466,-8.246,-7.256,-6.526,-9.956,-9.016,-8.316,-8.956,-9.076,-8.336,-6.976,-10.616,-11.406,-12.456,-13.536,-14.136,-12.256,-10.316,-12.156,-10.416
7940,3.24,-2.45,-0.15,4.12,3,-13.756,-6.556,-7.006,-5.546,-7.856,-7.556,-7.286,-6.886,-9.416,-9.486,-8.096,-8.506,-8.816,-7.946,-7.036,-10.706,-11.696,-12.246,-13.716,-13.776,-11.796,-10.296,-11.426,-10.416
6360,3.23,-2.34,-0.04,1.87,4,-13.756,-5.996,-6.316,-5.916,-8.366,-7.896,-6.736,-6.536,-8.996,-9.116,-8.196,-9.216,-8.336,-7.786,-7.666,-10.536,-11.106,-12.086,-12.766,-13.506,-11.936,-10.076,-11.956,-10.016
6830,2.22,-2.34,-0.1,2.5,4,-13.756,-6.066,-6.716,-6.156,-7.716,-8.136,-7.196,-6.876,-9.726,-9.466,-7.876,-9.166,-8.706,-8.546,-7.546,-10.456,-11.266,-12.176,-13.616,-13.356,-12.366,-9.416,-11.956,-10.246
4050,0.78,-2.36,-0.24,1.66,4,-13.756,-5.606,-6.246,-6.076,-8.476,-8.356,-6.956,-6.926,-8.996,-9.306,-8.426,-8.806,-8.916,-8.206,-7.146,-10.486,-10.866,-12.626,-13.386,-14.306,-11.896,-9.656,-11.496,-10.516
5320,0.86,-2.47,0.11,1.52,4,-13.756,-6.546,-6.986,-5.776,-8.436,-8.436,-6.906,-7.366,-9.796,-9.776,-7.996,-9.086,-8.916,-8.776,-7.706,-10.746,-11.366,-12.006,-13.546,-13.636,-12.366,-10.086,-12.066,-10.536
6250,1.41,-2.42,0.2,1.99,5,-13.756,-6.486,-6.996,-5.576,-8.306,-7.806,-6.426,-6.906,-9.946,-9.616,-8.206,-8.946,-8.796,-8.466,-7.616,-10.776,-11.666,-11.786,-13.086,-14.386,-11.946,-9.646,-12.196,-10.166
4840,3.47,-2.44,0.32,1.13,5,-13.756,-5.776,-6.746,-6.106,-7.926,-8.056,-6.466,-6.956,-9.856,-9.306,-7.966,-9.326,-9.036,-8.266,-6.796,-10.046,-11.626,-12.116,-12.916,-14.436,-11.886,-10.046,-11.866,-10.336
5000,2.34,-2.45,0.08,1.28,5,-13.756,-6.426,-6.556,-5.596,-7.926,-7.716,-6.576,-6.836,-9.706,-9.326,-8.346,-9.316,-8.926,-8.226,-6.926,-10.756,-11.206,-12.496,-13.166,-13.896,-11.896,-9.876,-12.296,-10.146
4720,0.93,-2.41,0.02,1.45,5,-13.756,-5.906,-7.076,-5.596,-8.336,-8.146,-6.666,-7.066,-9.936,-9.636,-8.296,-8.456,-9.116,-8.006,-7.116,-10.366,-11.416,-12.646,-13.146,-13.586,-11.926,-10.056,-12.276,-9.966
7870,4.53,-2.44,-0.23,2.35,6,-13.756,-6.406,-6.406,-5.896,-8.466,-7.826,-7.126,-6.756,-9.376,-9.676,-8.396,-9.036,-8.726,-8.376,-7.776,-10.236,-11.636,-12.666,-13.676,-14.186,-12.196,-10.226,-11.516,-10.046
4440,0.01,-2.35,0.28,1.59,6,-13.756,-5.806,-6.896,-5.616,-7.626,-7.586,-6.356,-6.976,-9.666,-9.126,-7.956,-8.416,-8.346,-7.946,-7.596,-10.396,-11.566,-12.126,-13.256,-13.806,-11.996,-9.606,-12.016,-10.336
5280,1.73,-2.38,0.34,1.41,6,-13.756,-5.726,-6.496,-5.666,-8.136,-8.106,-6.586,-6.706,-9.956,-9.716,-7.686,-8.596,-8.546,-8.566,-6.846,-10.336,-10.956,-12.636,-13.476,-13.926,-11.846,-9.586,-11.386,-9.886
4390,2.66,-2.47,0.28,1.3,7,-13.756,-6.456,-7.156,-5.566,-7.906,-8.296,-6.896,-6.536,-9.196,-9.076,-7.666,-8.736,-9.336,-8.406,-7.106,-10.586,-10.936,-12.656,-13.516,-14.386,-12.336,-9.486,-11.796,-10.426
7410,2.45,-2.34,-0.2,3.29,7,-13.756,-5.986,-6.286,-6.046,-8.236,-8.006,-7.126,-6.416,-9.596,-9.136,-8.126,-8.936,-8.436,-8.516,-7.076,-10.606,-11.626,-12.476,-13.636,-13.896,-11.826,-9.446,-11.956,-10.286
4890,1.17,-2.47,0.21,1.41,7,-13.756,-6.216,-6.546,-5.936,-7.976,-8.366,-6.756,-7.056,-9.296,-9.646,-7.946,-9.036,-9.106,-8.416,-7.696,-10.486,-11.366,-12.496,-13.326,-14.256,-12.216,-9.666,-12.056,-9.796
7970,3.37,-2.4,-0.26,4.16,7,-13.756,-6.276,-6.116,-6.216,-7.956,-8.266,-7.016,-6.806,-9.226,-8.946,-8.486,-8.576,-8.896,-7.846,-7.156,-10.176,-11.086,-12.506,-13.516,-13.736,-12.706,-9.796,-11.816,-9.786
4850,1.76,-2.37,-0.18,1.35,7,-13.756,-5.986,-6.766,-5.616,-8.016,-7.906,-7.276,-7.296,-9.566,-9.676,-8.016,-9.226,-8.296,-7.946,-7.426,-10.386,-11.136,-11.906,-13.306,-14.136,-12.446,-10.256,-12.276,-10.116
4850,1.15,-2.39,-0.28,1.42,7,-13.756,-5.966,-6.636,-5.966,-8.256,-7.916,-7.036,-6.986,-9.736,-8.916,-8.476,-8.626,-9.206,-7.826,-7.616,-10.926,-11.716,-12.276,-13.336,-14.296,-11.756,-10.266,-11.726,-10.316
4590,0.46,-2.35,0.03,1.51,7,-13.756,-5.886,-6.326,-5.416,-8.016,-8.166,-7.196,-7.036,-9.196,-9.506,-7.626,-9.346,-8.416,-7.726,-6.826,-10.776,-10.886,-12.346,-12.786,-13.666,-11.986,-9.416,-11.726,-10.016
5360,4.67,-2.46,-0.33,0.86,8,-13.756,-6.396,-6.336,-5.626,-7.746,-8.016,-7.156,-6.506,-9.656,-9.016,-8.606,-9.356,-8.376,-8.596,-7.286,-10.806,-11.756,-12.416,-13.156,-13.606,-12.206,-9.676,-11.936,-9.926
4340,0.07,-2.34,-0.32,1.61,8,-13.756,-6.206,-6.826,-5.756,-8.296,-7.536,-7.176,-6.986,-9.846,-9.426,-8.316,-8.636,-8.936,-8.376,-7.156,-10.526,-11.656,-12.556,-13.486,-13.896,-12.596,-9.306,-11.456,-9.766
5000,2.17,-2.36,0.07,1.3,9,-13.756,-6.286,-6.836,-6.026,-7.856,-7.816,-7.026,-6.856,-9.736,-9.746,-7.736,-8.976,-8.616,-8.486,-7.326,-9.936,-11.116,-12.086,-13.406,-13.996,-12.006,-9.326,-11.786,-10.286
6350,1.57,-2.39,0.1,2.06,9,-13.756,-5.756,-6.526,-5.956,-8.506,-7.666,-6.606,-7.226,-9.736,-8.936,-8.156,-9.066,-8.416,-8.446,-7.306,-10.206,-11.086,-11.906,-13.106,-13.516,-12.606,-9.396,-11.466,-10.046
6800,3.25,-2.35,0.0,2.34,9,-13.756,-5.826,-6.956,-6.176,-7.656,-7.546,-7.306,-6.466,-9.846,-9.616,-7.576,-9.166,-8.616,-8.196,-7.196,-10.436,-11.546,-11.766,-13.296,-14.116,-12.036,-9.506,-11.826,-9.986
4720,3.5,-2.46,-0.11,0.97,9,-13.756,-5.696,-7.106,-6.056,-8.216,-8.046,-6.956,-6.826,-10.046,-9.516,-8.366,-9.496,-8.506,-8.106,-7.096,-10.366,-11.156,-12.736,-13.686,-13.536,-12.326,-9.466,-12.186,-9.966
7770,3.24,-2.33,0.16,3.8,9,-13.756,-6.176,-6.656,-6.066,-8.366,-8.296,-6.686,-6.996,-9.276,-9.526,-7.846,-8.776,-8.816,-8.496,-7.206,-10.116,-10.886,-12.196,-12.946,-13.756,-12.416,-10.136,-11.506,-10.336
5930,3.97,-2.48,-0.12,1.13,9,-13.756,-6.626,-6.766,-5.426,-8.426,-7.906,-6.916,-7.126,-9.286,-8.986,-8.456,-9.396,-8.706,-8.576,-6.836,-10.036,-11.016,-12.626,-13.456,-14.196,-12.606,-9.806,-11.906,-10.706
4350,0.48,-2.36,0.08,1.57,9,-13.756,-6.046,-6.246,-5.886,-8.226,-7.456,-6.926,-6.826,-9.156,-8.856,-7.826,-8.516,-8.256,-8.126,-6.946,-10.266,-11.636,-11.926,-13.376,-13.686,-11.736,-9.666,-11.676,-10.526
4520,2.26,-2.41,0.16,1.32,9,-13.756,-6.256,-7.016,-5.986,-8.006,-7.886,-6.866,-6.676,-9.766,-9.016,-7.826,-9.056,-8.926,-8.356,-7.016,-10.506,-11.356,-12.196,-12.886,-14.326,-12.526,-10.256,-12.176,-9.756
5930,4.23,-2.41,-0.14,1.09,10,-13.756,-5.816,-6.306,-5.636,-7.896,-8.126,-6.686,-6.616,-9.436,-9.796,-8.586,-9.106,-8.626,-8.086,-7.306,-10.886,-11.776,-12.576,-13.146,-13.616,-12.596,-9.826,-11.876,-9.726
5540,3.44,-2.44,0.14,1.28,10,-13.756,-6.496,-6.266,-6.186,-8.366,-7.936,-6.556,-7.346,-9.486,-9.556,-8.236,-8.976,-8.976,-8.286,-7.766,-10.106,-11.136,-12.326,-13.506,-13.996,-12.416,-9.516,-11.696,-10.176
4310,1.03,-2.46,-0.23,1.52,10,-13.756,-6.286,-6.836,-5.676,-7.876,-8.526,-7.296,-6.946,-10.036,-9.056,-8.266,-9.166,-8.656,-8.666,-7.186,-10.596,-11.176,-12.556,-13.386,-13.496,-12.026,-9.836,-11.826,-10.686
4210,1.6,-2.36,0.23,1.49,10,-13.756,-5.926,-6.786,-5.726,-7.806,-8.396,-6.496,-7.226,-9.426,-8.896,-7.946,-8.876,-8.906,-7.966,-6.966,-10.166,-11.356,-12.486,-13.026,-13.936,-12.596,-9.726,-11.986,-9.926
4710,4.65,-2.42,-0.08,0.81,2,-13.746,-5.936,-6.236,-5.416,-7.906,-8.416,-7.206,-6.976,-9.866,-9.386,-7.986,-8.526,-8.486,-8.006,-7.576,-10.336,-11.836,-11.976,-13.726,-14.396,-12.336,-9.976,-12.236,-10.336
5990,4.17,-2.38,-0.03,1.12,2,-13.746,-5.746,-6.126,-6.136,-8.226,-7.836,-7.066,-6.696,-9.226,-9.336,-7.926,-9.296,-8.846,-8.166,-6.866,-10.076,-11.646,-12.146,-13.196,-14.326,-12.216,-9.346,-11.876,-10.186
5370,1.84,-2.48,0.14,1.42,2,-13.746,-6.396,-6.236,-5.856,-8.276,-7.566,-6.946,-7.406,-9.906,-9.126,-7.916,-9.046,-9.166,-8.606,-7.536,-10.776,-11.746,-12.786,-13.556,-13.676,-12.376,-10.296,-12.056,-10.736
4400,3.49,-2.45,-0.14,1.19,3,-13.746,-5.616,-7.086,-5.766,-8.666,-8.096,-7.146,-6.776,-9.566,-9.506,-8.216,-9.246,-8.916,-8.196,-7.196,-10.166,-11.376,-12.106,-12.906,-14.316,-12.246,-10.176,-11.986,-10.056
6470,4.08,-2.35,-0.12,1.36,3,-13.746,-5.916,-6.266,-5.956,-8.386,-7.516,-7.326,-7.316,-9.746,-9.436,-7.786,-8.906,-8.526,-8.606,-7.086,-10.866,-11.246,-11.796,-13.066,-13.626,-11.806,-9.366,-12.086,-10.036
6500,2.39,-2.5,0.01,2.11,3,-13.746,-6.496,-6.686,-5.826,-8.516,-8.186,-7.266,-6.676,-9.306,-9.916,-7.896,-8.696,-8.936,-8.136,-7.686,-10.476,-11.006,-12.156,-12.966,-14.006,-12.316,-9.986,-12.326,-10.146
6290,2.92,-2.33,-0.02,1.84,3,-13.746,-6.206,-6.376,-5.286,-8.096,-7.736,-7.016,-7.166,-9.106,-8.876,-7.856,-8.386,-8.566,-7.766,-7.606,-10.006,-11.696,-11.866,-12.906,-13.976,-11.866,-9.306,-11.526,-10.146
4180,1.39,-2.38,-0.16,1.53,3,-13.746,-6.116,-6.876,-6.186,-7.856,-7.926,-7.006,-7.176,-9.576,-9.346,-8.256,-9.406,-8.536,-8.136,-7.386,-9.996,-11.226,-12.286,-13.026,-13.796,-12.186,-9.806,-12.186,-9.996
4820,1.82,-2.48,0.12,1.34,4,-13.746,-6.246,-7.116,-5.516,-8.376,-7.956,-6.806,-6.816,-9.106,-9.846,-8.106,-8.986,-8.916,-7.836,-7.516,-10.846,-11.066,-12.596,-13.336,-14.116,-12.166,-10.266,-11.446,-10.196
4470,2.04,-2.37,0.3,1.36,4,-13.746,-6.376,-6.126,-5.706,-7.836,-8.406,-6.496,-6.666,-9.566,-9.156,-7.826,-8.946,-9.186,-8.226,-6.926,-10.366,-11.056,-12.166,-13.546,-14.126,-11.716,-9.976,-11.486,-9.846
7200,2.0,-2.32,-0.12,3.03,4,-13.746,-6.216,-6.386,-6.066,-7.996,-7.746,-6.756,-7.106,-9.626,-9.296,-8.306,-8.786,-9.006,-7.886,-7.166,-10.316,-11.576,-12.376,-13.646,-13.586,-11.916,-9.576,-12.006,-10.146
4070,4.54,-2.37,-0.23,0.82,4,-13.746,-5.666,-6.996,-5.456,-7.776,-8.296,-7.116,-6.766,-9.606,-9.416,-8.266,-8.836,-8.856,-7.756,-6.866,-10.226,-11.686,-12.636,-13.346,-13.446,-11.766,-9.686,-11.556,-10.456
4750,3.07,-2.41,0.17,1.19,4,-13.746,-6.366,-6.896,-5.546,-7.696,-8.466,-7.006,-6.646,-9.506,-9.666,-7.656,-8.926,-8.406,-8.036,-6.776,-10.516,-11.126,-11.986,-13.506,-13.646,-12.646,-9.596,-11.596,-9.996
5320,2.38,-2.41,0.29,1.34,4,-13.746,-5.976,-6.746,-5.806,-7.896,-7.846,-6.626,-7.106,-9.186,-9.506,-7.796,-9.356,-8.786,-8.696,-7.186,-10.696,-11.846,-12.476,-13.436,-14.036,-12.336,-9.946,-12.266,-9.926
4310,3.97,-2.39,-0.3,0.9,5,-13.746,-6.346,-6.766,-5.536,-8.246,-8.446,-7.186,-6.606,-9.226,-9.206,-8.376,-8.476,-9.226,-8.026,-7.156,-10.796,-11.646,-11.886,-13.206,-14.306,-11.876,-10.136,-12.036,-10.046
